sample_id,top_3_train_indices
TR-2640,"[2962, 103, 5115]"
TR-2641,"[7120, 210, 6742]"
TR-2642,"[2888, 4268, 7904]"
TR-2643,"[3621, 2545, 2285]"
TR-2644,"[3382, 7649, 7288]"
TR-2645,"[7156, 7394, 6103]"
TR-2646,"[2571, 7386, 88]"
TR-2647,"[1144, 7623, 7394]"
TR-2648,"[3518, 3044, 2914]"
TR-2649,"[2408, 7394, 7134]"
TR-2650,"[6854, 3353, 6800]"
TR-2651,"[8572, 1405, 8331]"
TR-2652,"[3254, 2670, 3518]"
TR-2653,"[7048, 6242, 7082]"
TR-2654,"[5271, 2820, 3772]"
TR-2655,"[1762, 8597, 7975]"
TR-2656,"[7026, 4896, 7339]"
TR-2657,"[2336, 2198, 2121]"
TR-2658,"[5346, 1475, 5830]"
TR-2659,"[7548, 6716, 7175]"
TR-2660,"[7101, 7362, 7152]"
TR-2661,"[6205, 176, 6388]"
TR-2662,"[2460, 2969, 3445]"
TR-2663,"[3518, 2969, 2661]"
TR-2664,"[7138, 6078, 7926]"
TR-2665,"[666, 1445, 4875]"
TR-2666,"[1613, 6229, 8272]"
TR-2667,"[367, 6321, 2695]"
TR-2668,"[3262, 4568, 7014]"
TR-2669,"[1886, 1308, 7305]"
TR-2670,"[6354, 2556, 2518]"
TR-2671,"[3479, 3254, 5047]"
TR-2672,"[6529, 8096, 2660]"
TR-2673,"[2431, 2403, 2302]"
TR-2674,"[7509, 35, 2876]"
TR-2675,"[6333, 2596, 8384]"
TR-2676,"[211, 877, 3888]"
TR-2677,"[2358, 7505, 7373]"
TR-2678,"[4551, 6938, 4003]"
TR-2679,"[2256, 2900, 7875]"
TR-2680,"[3036, 104, 7864]"
TR-2681,"[1615, 3640, 2534]"
TR-2682,"[8222, 3396, 5184]"
TR-2683,"[2213, 7810, 6171]"
TR-2684,"[2438, 7864, 148]"
TR-2685,"[2747, 2217, 5540]"
TR-2686,"[6465, 6206, 5370]"
TR-2687,"[3453, 3189, 8309]"
TR-2688,"[1210, 2415, 6224]"
TR-2689,"[2530, 7152, 265]"
TR-2690,"[2919, 2412, 3074]"
TR-2691,"[8046, 4081, 2909]"
TR-2692,"[1577, 6933, 7783]"
TR-2693,"[2071, 294, 1424]"
TR-2694,"[2711, 484, 6821]"
TR-2695,"[2398, 5623, 6124]"
TR-2696,"[2666, 367, 6321]"
TR-2697,"[6939, 2989, 3080]"
TR-2698,"[6940, 8405, 8049]"
TR-2699,"[2403, 3571, 3436]"
TR-2700,"[1571, 31, 4961]"
TR-2701,"[2497, 2344, 228]"
TR-2702,"[2296, 6817, 7031]"
TR-2703,"[7624, 5305, 7032]"
TR-2704,"[8161, 3196, 5519]"
TR-2705,"[8157, 4321, 7661]"
TR-2706,"[781, 8735, 1524]"
TR-2707,"[5940, 8434, 3087]"
TR-2708,"[4434, 3775, 1955]"
TR-2709,"[5355, 5742, 7734]"
TR-2710,"[823, 2049, 6335]"
TR-2711,"[1096, 1563, 2294]"
TR-2712,"[5422, 2113, 8043]"
TR-2713,"[5811, 4828, 6287]"
TR-2714,"[4932, 3024, 3486]"
TR-2715,"[3206, 6632, 8032]"
TR-2716,"[5923, 4369, 5451]"
TR-2717,"[4275, 5804, 6665]"
TR-2718,"[5558, 4528, 8564]"
TR-2719,"[3369, 3417, 8336]"
TR-2720,"[3549, 3093, 8096]"
TR-2721,"[8257, 6906, 2679]"
TR-2722,"[464, 946, 5865]"
TR-2723,"[1388, 2623, 7840]"
TR-2724,"[3291, 1899, 3209]"
TR-2725,"[3624, 4117, 265]"
TR-2726,"[3266, 6538, 6563]"
TR-2727,"[595, 2756, 6006]"
TR-2728,"[3210, 7092, 5690]"
TR-2729,"[7589, 1494, 7783]"
TR-2730,"[1938, 7256, 7958]"
TR-2731,"[7934, 2919, 3550]"
TR-2732,"[6616, 0, 6411]"
TR-2733,"[2969, 8302, 2661]"
TR-2734,"[4328, 7787, 5633]"
TR-2735,"[6842, 8416, 4376]"
TR-2736,"[2914, 2606, 595]"
TR-2737,"[5734, 1968, 8621]"
TR-2738,"[6982, 3280, 3660]"
TR-2739,"[8050, 3638, 5052]"
TR-2740,"[1876, 4564, 1100]"
TR-2741,"[5840, 2430, 6866]"
TR-2742,"[2905, 5332, 6274]"
TR-2743,"[4490, 3852, 4232]"
TR-2744,"[3374, 7896, 8725]"
TR-2745,"[6728, 8535, 6837]"
TR-2746,"[3191, 8215, 1688]"
TR-2747,"[2525, 719, 1619]"
TR-2748,"[2684, 2217, 505]"
TR-2749,"[6196, 2880, 205]"
TR-2750,"[6721, 5564, 8432]"
TR-2751,"[1937, 1801, 1798]"
TR-2752,"[3347, 1455, 6529]"
TR-2753,"[2513, 5506, 8796]"
TR-2754,"[5862, 6584, 6941]"
TR-2755,"[2865, 6161, 3675]"
TR-2756,"[3256, 3179, 3626]"
TR-2757,"[595, 239, 3667]"
TR-2758,"[7684, 7627, 2333]"
TR-2759,"[1270, 6118, 1]"
TR-2760,"[6759, 7589, 6594]"
TR-2761,"[6286, 4705, 6357]"
TR-2762,"[1840, 2093, 5616]"
TR-2763,"[4505, 8131, 4006]"
TR-2764,"[249, 4262, 6887]"
TR-2765,"[3569, 8273, 8311]"
TR-2766,"[4573, 4914, 4199]"
TR-2767,"[939, 2083, 484]"
TR-2768,"[1597, 7554, 5482]"
TR-2769,"[8707, 7092, 1180]"
TR-2770,"[3303, 2029, 1056]"
TR-2771,"[8114, 3211, 8107]"
TR-2772,"[7260, 8043, 5191]"
TR-2773,"[3557, 2420, 3415]"
TR-2774,"[212, 5412, 949]"
TR-2775,"[5044, 5402, 6884]"
TR-2776,"[3354, 2851, 3252]"
TR-2777,"[3385, 6025, 8632]"
TR-2778,"[6342, 3701, 8792]"
TR-2779,"[8420, 7635, 3385]"
TR-2780,"[6422, 7782, 83]"
TR-2781,"[2492, 557, 5150]"
TR-2782,"[4888, 6357, 6189]"
TR-2783,"[2735, 2872, 2914]"
TR-2784,"[1242, 3058, 8077]"
TR-2785,"[6728, 8535, 5581]"
TR-2786,"[3054, 4934, 4728]"
TR-2787,"[8086, 8208, 378]"
TR-2788,"[8371, 2755, 3179]"
TR-2789,"[1560, 2526, 3226]"
TR-2790,"[4574, 7908, 2144]"
TR-2791,"[6188, 6799, 7143]"
TR-2792,"[3006, 4507, 3558]"
TR-2793,"[2559, 8479, 3976]"
TR-2794,"[4298, 3476, 2578]"
TR-2795,"[4598, 1483, 7394]"
TR-2796,"[3382, 3213, 4620]"
TR-2797,"[4982, 2155, 3074]"
TR-2798,"[1509, 1748, 5034]"
TR-2799,"[4903, 6432, 941]"
TR-2800,"[2969, 2661, 2670]"
TR-2801,"[7895, 2145, 1203]"
TR-2802,"[4058, 566, 6672]"
TR-2803,"[2327, 2736, 1968]"
TR-2804,"[3796, 4849, 4104]"
TR-2805,"[3287, 6202, 1231]"
TR-2806,"[806, 1406, 1327]"
TR-2807,"[7987, 2559, 2792]"
TR-2808,"[145, 6281, 2835]"
TR-2809,"[4959, 3962, 5009]"
TR-2810,"[7137, 6751, 3166]"
TR-2811,"[4703, 3694, 4868]"
TR-2812,"[1743, 313, 366]"
TR-2813,"[2594, 1385, 8490]"
TR-2814,"[4620, 5828, 3763]"
TR-2815,"[2135, 965, 5822]"
TR-2816,"[2306, 3571, 2303]"
TR-2817,"[5573, 2641, 1935]"
TR-2818,"[3291, 2723, 1069]"
TR-2819,"[263, 726, 228]"
TR-2820,"[1661, 1702, 5122]"
TR-2821,"[8226, 5271, 6198]"
TR-2822,"[8401, 7953, 1056]"
TR-2823,"[943, 8022, 3060]"
TR-2824,"[860, 6189, 494]"
TR-2825,"[1592, 7429, 7179]"
TR-2826,"[2588, 2508, 1540]"
TR-2827,"[490, 1547, 2736]"
TR-2828,"[4753, 3140, 1701]"
TR-2829,"[3163, 214, 665]"
TR-2830,"[5330, 2623, 5833]"
TR-2831,"[6907, 6919, 1260]"
TR-2832,"[7116, 7147, 740]"
TR-2833,"[119, 5817, 2590]"
TR-2834,"[4123, 4939, 8067]"
TR-2835,"[7468, 2574, 2610]"
TR-2836,"[7126, 7575, 1371]"
TR-2837,"[1745, 5851, 2915]"
TR-2838,"[6853, 3213, 6503]"
TR-2839,"[487, 1686, 4496]"
TR-2840,"[1881, 6342, 7702]"
TR-2841,"[6312, 3437, 5475]"
TR-2842,"[479, 5319, 2029]"
TR-2843,"[8229, 4659, 5328]"
TR-2844,"[6969, 1791, 2517]"
TR-2845,"[3518, 2969, 3193]"
TR-2846,"[253, 7215, 8516]"
TR-2847,"[1257, 169, 243]"
TR-2848,"[1779, 1418, 3418]"
TR-2849,"[2425, 8102, 7746]"
TR-2850,"[1167, 1192, 1142]"
TR-2851,"[1362, 5868, 1464]"
TR-2852,"[3354, 2775, 3252]"
TR-2853,"[7977, 2104, 3123]"
TR-2854,"[3807, 30, 8699]"
TR-2855,"[7534, 6549, 7328]"
TR-2856,"[3030, 6719, 1586]"
TR-2857,"[2517, 7054, 7025]"
TR-2858,"[1310, 5746, 4810]"
TR-2859,"[6265, 2148, 2296]"
TR-2860,"[2917, 2355, 198]"
TR-2861,"[6296, 2415, 8474]"
TR-2862,"[5420, 8407, 730]"
TR-2863,"[3336, 4934, 2565]"
TR-2864,"[8474, 2415, 1210]"
TR-2865,"[2243, 6607, 5750]"
TR-2866,"[6618, 7858, 603]"
TR-2867,"[7670, 7210, 7083]"
TR-2868,"[1309, 141, 3395]"
TR-2869,"[1491, 4414, 8266]"
TR-2870,"[3400, 3009, 1870]"
TR-2871,"[4461, 7146, 6756]"
TR-2872,"[1953, 1481, 1992]"
TR-2873,"[224, 1441, 1191]"
TR-2874,"[3161, 3499, 1714]"
TR-2875,"[5974, 3226, 5243]"
TR-2876,"[4564, 2739, 5571]"
TR-2877,"[7579, 8102, 339]"
TR-2878,"[2251, 2040, 1760]"
TR-2879,"[3436, 2340, 5900]"
TR-2880,"[492, 219, 2636]"
TR-2881,"[7599, 474, 7893]"
TR-2882,"[4007, 544, 1981]"
TR-2883,"[3210, 7092, 7690]"
TR-2884,"[6838, 1064, 156]"
TR-2885,"[4911, 8146, 8107]"
TR-2886,"[4950, 3479, 2661]"
TR-2887,"[3072, 2450, 3432]"
TR-2888,"[3386, 3725, 151]"
TR-2889,"[2641, 961, 2453]"
TR-2890,"[7465, 4803, 6161]"
TR-2891,"[4695, 5052, 4603]"
TR-2892,"[3388, 2469, 6966]"
TR-2893,"[748, 185, 1116]"
TR-2894,"[4669, 5043, 6318]"
TR-2895,"[7654, 607, 3103]"
TR-2896,"[1743, 6091, 6102]"
TR-2897,"[1313, 1022, 586]"
TR-2898,"[2418, 1204, 8244]"
TR-2899,"[3884, 4377, 8535]"
TR-2900,"[7165, 3586, 4011]"
TR-2901,"[6900, 5902, 7445]"
TR-2902,"[3160, 586, 1313]"
TR-2903,"[7744, 673, 1234]"
TR-2904,"[8125, 7858, 5165]"
TR-2905,"[8213, 6046, 4692]"
TR-2906,"[2741, 6274, 3213]"
TR-2907,"[6307, 277, 2959]"
TR-2908,"[2607, 6573, 6819]"
TR-2909,"[6452, 152, 5725]"
TR-2910,"[1121, 7144, 2297]"
TR-2911,"[8775, 4511, 8325]"
TR-2912,"[3503, 7213, 5860]"
TR-2913,"[2473, 1735, 3451]"
TR-2914,"[5225, 4155, 1929]"
TR-2915,"[2735, 2651, 2647]"
TR-2916,"[363, 890, 7615]"
TR-2917,"[1449, 323, 2297]"
TR-2918,"[2859, 198, 2355]"
TR-2919,"[6612, 6172, 1735]"
TR-2920,"[3409, 2317, 1312]"
TR-2921,"[6107, 5801, 2321]"
TR-2922,"[3578, 4185, 4705]"
TR-2923,"[7451, 4739, 3994]"
TR-2924,"[8374, 6552, 678]"
TR-2925,"[2212, 217, 938]"
TR-2926,"[7052, 3497, 3395]"
TR-2927,"[3607, 2256, 2966]"
TR-2928,"[8743, 5934, 4722]"
TR-2929,"[3026, 2889, 2662]"
TR-2930,"[8519, 5299, 300]"
TR-2931,"[3421, 1597, 209]"
TR-2932,"[6563, 4736, 6613]"
TR-2933,"[1883, 1669, 8486]"
TR-2934,"[7280, 6069, 1062]"
TR-2935,"[2237, 586, 5733]"
TR-2936,"[1590, 5701, 5101]"
TR-2937,"[6728, 2744, 1958]"
TR-2938,"[6333, 3959, 2596]"
TR-2939,"[3579, 5230, 6058]"
TR-2940,"[6299, 1190, 3894]"
TR-2941,"[6016, 239, 2661]"
TR-2942,"[5669, 5817, 2361]"
TR-2943,"[167, 2802, 4716]"
TR-2944,"[7205, 6694, 395]"
TR-2945,"[2651, 8021, 3518]"
TR-2946,"[6140, 3231, 87]"
TR-2947,"[89, 5204, 4815]"
TR-2948,"[6053, 6930, 331]"
TR-2949,"[7884, 788, 3968]"
TR-2950,"[6807, 569, 5654]"
TR-2951,"[2574, 2453, 2888]"
TR-2952,"[352, 189, 1965]"
TR-2953,"[7578, 2121, 7615]"
TR-2954,"[8102, 2934, 3357]"
TR-2955,"[7465, 2466, 2889]"
TR-2956,"[4647, 626, 1846]"
TR-2957,"[3567, 6919, 3570]"
TR-2958,"[3071, 7134, 2522]"
TR-2959,"[4601, 5083, 6412]"
TR-2960,"[8325, 6815, 7702]"
TR-2961,"[2645, 927, 6483]"
TR-2962,"[6259, 1995, 6140]"
TR-2963,"[3474, 6815, 7166]"
TR-2964,"[651, 1233, 1982]"
TR-2965,"[4343, 4490, 3852]"
TR-2966,"[3012, 4978, 7960]"
TR-2967,"[3607, 2256, 3276]"
TR-2968,"[5996, 1618, 7839]"
TR-2969,"[5884, 7834, 2614]"
TR-2970,"[3518, 2670, 2661]"
TR-2971,"[3324, 6612, 3209]"
TR-2972,"[2557, 8162, 2348]"
TR-2973,"[2456, 3571, 2306]"
TR-2974,"[3070, 3418, 3731]"
TR-2975,"[3370, 7102, 2023]"
TR-2976,"[4403, 3298, 4448]"
TR-2977,"[2590, 1426, 5711]"
TR-2978,"[2498, 7214, 507]"
TR-2979,"[8503, 5532, 6565]"
TR-2980,"[2593, 3047, 6357]"
TR-2981,"[2100, 2055, 2500]"
TR-2982,"[6814, 8484, 7077]"
TR-2983,"[6566, 6285, 5440]"
TR-2984,"[3160, 856, 1111]"
TR-2985,"[8002, 1822, 710]"
TR-2986,"[7339, 5748, 1929]"
TR-2987,"[5765, 8243, 7675]"
TR-2988,"[5776, 602, 408]"
TR-2989,"[1619, 6196, 474]"
TR-2990,"[6939, 5953, 8414]"
TR-2991,"[7143, 7797, 8019]"
TR-2992,"[4369, 8480, 5973]"
TR-2993,"[4479, 7273, 3563]"
TR-2994,"[3137, 6130, 7834]"
TR-2995,"[8484, 842, 73]"
TR-2996,"[6983, 3436, 2878]"
TR-2997,"[3387, 3234, 2127]"
TR-2998,"[8337, 5954, 5804]"
TR-2999,"[2640, 1998, 3434]"
TR-3000,"[6177, 424, 144]"
TR-3001,"[7666, 2989, 5099]"
TR-3002,"[6171, 392, 7300]"
TR-3003,"[5696, 499, 3620]"
TR-3004,"[4571, 7427, 5276]"
TR-3005,"[1799, 5490, 1058]"
TR-3006,"[2134, 1142, 1104]"
TR-3007,"[2791, 4507, 3558]"
TR-3008,"[1375, 8279, 2304]"
TR-3009,"[3587, 2456, 7258]"
TR-3010,"[1313, 6042, 6418]"
TR-3011,"[7822, 5764, 7519]"
TR-3012,"[8213, 3368, 4895]"
TR-3013,"[2965, 8739, 4288]"
TR-3014,"[8302, 4667, 4819]"
TR-3015,"[7445, 6900, 2900]"
TR-3016,"[2900, 487, 104]"
TR-3017,"[8090, 7336, 7983]"
TR-3018,"[1554, 6962, 5425]"
TR-3019,"[586, 2108, 3672]"
TR-3020,"[5428, 5623, 6167]"
TR-3021,"[7335, 5451, 7885]"
TR-3022,"[7030, 5555, 8518]"
TR-3023,"[3506, 3057, 2372]"
TR-3024,"[3406, 6858, 6738]"
TR-3025,"[7104, 7170, 8053]"
TR-3026,"[4184, 4530, 1904]"
TR-3027,"[3179, 2542, 3343]"
TR-3028,"[2594, 1686, 2622]"
TR-3029,"[6683, 380, 3029]"
TR-3030,"[6683, 155, 380]"
TR-3031,"[2855, 4503, 5421]"
TR-3032,"[7525, 1853, 5679]"
TR-3033,"[6296, 8474, 6815]"
TR-3034,"[2819, 2046, 3999]"
TR-3035,"[3179, 3352, 3026]"
TR-3036,"[7725, 1962, 6447]"
TR-3037,"[7864, 7008, 148]"
TR-3038,"[7853, 8269, 6793]"
TR-3039,"[6712, 6336, 5334]"
TR-3040,"[6848, 1942, 8800]"
TR-3041,"[368, 1203, 6172]"
TR-3042,"[1309, 7014, 1784]"
TR-3043,"[3454, 5236, 8417]"
TR-3044,"[2582, 1692, 1506]"
TR-3045,"[3151, 2647, 7844]"
TR-3046,"[3386, 3725, 2370]"
TR-3047,"[7887, 3751, 439]"
TR-3048,"[2593, 2979, 4959]"
TR-3049,"[428, 7113, 7965]"
TR-3050,"[586, 7827, 7763]"
TR-3051,"[3302, 6497, 2821]"
TR-3052,"[3412, 7150, 4343]"
TR-3053,"[544, 870, 1188]"
TR-3054,"[4735, 4885, 5392]"
TR-3055,"[3026, 2785, 4963]"
TR-3056,"[1728, 5888, 6044]"
TR-3057,"[1698, 3739, 4453]"
TR-3058,"[3506, 3022, 2372]"
TR-3059,"[1242, 1656, 7540]"
TR-3060,"[5611, 2443, 7878]"
TR-3061,"[8031, 1360, 793]"
TR-3062,"[6082, 8474, 3455]"
TR-3063,"[8394, 8323, 4376]"
TR-3064,"[4584, 2023, 5856]"
TR-3065,"[5247, 6103, 5262]"
TR-3066,"[2262, 5153, 645]"
TR-3067,"[7155, 6106, 1602]"
TR-3068,"[2218, 3126, 448]"
TR-3069,"[8671, 4584, 3063]"
TR-3070,"[3124, 7746, 3348]"
TR-3071,"[2973, 3418, 3731]"
TR-3072,"[2957, 5641, 542]"
TR-3073,"[2460, 2647, 3254]"
TR-3074,"[6204, 5314, 6382]"
TR-3075,"[6682, 7540, 3546]"
TR-3076,"[4439, 8154, 5843]"
TR-3077,"[6959, 8537, 5804]"
TR-3078,"[4011, 4546, 1598]"
TR-3079,"[7642, 2513, 3160]"
TR-3080,"[1749, 1498, 5038]"
TR-3081,"[2696, 6195, 2989]"
TR-3082,"[2735, 3515, 2606]"
TR-3083,"[3253, 178, 8295]"
TR-3084,"[149, 1174, 1840]"
TR-3085,"[2438, 3126, 7079]"
TR-3086,"[2489, 8781, 247]"
TR-3087,"[1900, 1785, 1999]"
TR-3088,"[8075, 6056, 3292]"
TR-3089,"[1873, 1353, 262]"
TR-3090,"[8203, 8350, 4606]"
TR-3091,"[8427, 3247, 3682]"
TR-3092,"[6249, 8509, 3941]"
TR-3093,"[7583, 4541, 4423]"
TR-3094,"[700, 1197, 579]"
TR-3095,"[8063, 5859, 5779]"
TR-3096,"[3393, 4421, 3189]"
TR-3097,"[6995, 2623, 6096]"
TR-3098,"[119, 5733, 1799]"
TR-3099,"[7875, 3447, 5786]"
TR-3100,"[2413, 4984, 6573]"
TR-3101,"[6919, 7840, 936]"
TR-3102,"[8295, 104, 5856]"
TR-3103,"[5813, 6959, 5804]"
TR-3104,"[7654, 2894, 607]"
TR-3105,"[8557, 6775, 6978]"
TR-3106,"[1240, 6196, 7198]"
TR-3107,"[3340, 1909, 1682]"
TR-3108,"[467, 3243, 7909]"
TR-3109,"[2994, 2519, 5654]"
TR-3110,"[4898, 8376, 2411]"
TR-3111,"[383, 79, 1277]"
TR-3112,"[1577, 2382, 3450]"
TR-3113,"[6616, 6411, 3847]"
TR-3114,"[1859, 2477, 545]"
TR-3115,"[4409, 8273, 1807]"
TR-3116,"[2037, 1434, 5188]"
TR-3117,"[3546, 5981, 3117]"
TR-3118,"[1671, 4973, 1473]"
TR-3119,"[8075, 3292, 8191]"
TR-3120,"[3125, 2413, 2565]"
TR-3121,"[7741, 4423, 5542]"
TR-3122,"[2662, 5047, 3518]"
TR-3123,"[2112, 6065, 2093]"
TR-3124,"[1973, 2237, 3240]"
TR-3125,"[2594, 2488, 3731]"
TR-3126,"[4759, 3119, 2413]"
TR-3127,"[3067, 3086, 1937]"
TR-3128,"[3781, 7239, 2333]"
TR-3129,"[6790, 6046, 5335]"
TR-3130,"[5531, 6898, 6396]"
TR-3131,"[2262, 180, 219]"
TR-3132,"[2346, 841, 2814]"
TR-3133,"[8176, 4105, 7522]"
TR-3134,"[3314, 2792, 2559]"
TR-3135,"[7178, 6956, 7079]"
TR-3136,"[3529, 527, 7127]"
TR-3137,"[1122, 1359, 5879]"
TR-3138,"[2609, 838, 2993]"
TR-3139,"[7063, 2447, 6751]"
TR-3140,"[5856, 1286, 3101]"
TR-3141,"[2975, 3298, 2744]"
TR-3142,"[287, 2872, 7077]"
TR-3143,"[1096, 1506, 1531]"
TR-3144,"[2291, 6580, 448]"
TR-3145,"[7098, 524, 204]"
TR-3146,"[6473, 3433, 7147]"
TR-3147,"[4857, 4076, 3355]"
TR-3148,"[6887, 2558, 7680]"
TR-3149,"[1533, 1027, 7571]"
TR-3150,"[3162, 858, 969]"
TR-3151,"[3625, 7152, 1108]"
TR-3152,"[3620, 7844, 6630]"
TR-3153,"[7937, 2215, 3015]"
TR-3154,"[2374, 1849, 2107]"
TR-3155,"[4795, 7417, 1865]"
TR-3156,"[8376, 149, 3083]"
TR-3157,"[3372, 3113, 4330]"
TR-3158,"[6865, 1662, 7655]"
TR-3159,"[3954, 898, 7024]"
TR-3160,"[2078, 507, 7804]"
TR-3161,"[7573, 586, 6613]"
TR-3162,"[2873, 3499, 1714]"
TR-3163,"[3149, 969, 858]"
TR-3164,"[2828, 214, 665]"
TR-3165,"[4230, 6837, 7757]"
TR-3166,"[3618, 7289, 748]"
TR-3167,"[3335, 7338, 5577]"
TR-3168,"[4833, 2536, 7091]"
TR-3169,"[7341, 7210, 2865]"
TR-3170,"[2954, 2656, 2928]"
TR-3171,"[5344, 5783, 5418]"
TR-3172,"[6795, 7393, 8672]"
TR-3173,"[5490, 7368, 2316]"
TR-3174,"[8075, 1602, 3118]"
TR-3175,"[6103, 6268, 5609]"
TR-3176,"[1749, 5812, 2291]"
TR-3177,"[1443, 744, 6833]"
TR-3178,"[4465, 4533, 5273]"
TR-3179,"[7715, 1782, 5065]"
TR-3180,"[3026, 8658, 2755]"
TR-3181,"[6415, 7164, 5267]"
TR-3182,"[5488, 4397, 8023]"
TR-3183,"[8656, 5782, 2749]"
TR-3184,"[667, 2536, 2560]"
TR-3185,"[7134, 3071, 3353]"
TR-3186,"[3349, 1431, 4667]"
TR-3187,"[5552, 7021, 489]"
TR-3188,"[6018, 2017, 8373]"
TR-3189,"[624, 7244, 6005]"
TR-3190,"[8688, 3554, 5009]"
TR-3191,"[6330, 6053, 6930]"
TR-3192,"[667, 935, 8215]"
TR-3193,"[39, 5388, 2229]"
TR-3194,"[3445, 2969, 3325]"
TR-3195,"[5590, 7092, 6260]"
TR-3196,"[1584, 6832, 164]"
TR-3197,"[3378, 2186, 8154]"
TR-3198,"[7441, 1603, 3612]"
TR-3199,"[3541, 8679, 6945]"
TR-3200,"[1369, 720, 422]"
TR-3201,"[2301, 553, 1874]"
TR-3202,"[794, 12, 130]"
TR-3203,"[3468, 7818, 262]"
TR-3204,"[1441, 295, 6016]"
TR-3205,"[7361, 7509, 7494]"
TR-3206,"[6200, 6321, 2415]"
TR-3207,"[2714, 6632, 8032]"
TR-3208,"[4463, 7319, 5581]"
TR-3209,"[4426, 5106, 4842]"
TR-3210,"[2106, 7927, 5478]"
TR-3211,"[7092, 2882, 2727]"
TR-3212,"[8107, 8114, 2770]"
TR-3213,"[1922, 2142, 2328]"
TR-3214,"[8518, 7470, 3884]"
TR-3215,"[1467, 3294, 1616]"
TR-3216,"[6738, 6066, 3023]"
TR-3217,"[7148, 4041, 441]"
TR-3218,"[2544, 4945, 6748]"
TR-3219,"[8507, 8410, 7084]"
TR-3220,"[1480, 6925, 181]"
TR-3221,"[2460, 901, 3518]"
TR-3222,"[7314, 4702, 299]"
TR-3223,"[6767, 7932, 6772]"
TR-3224,"[7123, 412, 1096]"
TR-3225,"[6140, 119, 8232]"
TR-3226,"[6195, 8699, 7147]"
TR-3227,"[6228, 6793, 8269]"
TR-3228,"[8136, 1813, 3599]"
TR-3229,"[5939, 2600, 2184]"
TR-3230,"[3434, 5907, 7577]"
TR-3231,"[6330, 140, 2464]"
TR-3232,"[2945, 6140, 2255]"
TR-3233,"[2812, 3357, 6435]"
TR-3234,"[3395, 3497, 6876]"
TR-3235,"[3387, 2996, 2127]"
TR-3236,"[8093, 2983, 6202]"
TR-3237,"[7654, 8501, 3538]"
TR-3238,"[3507, 8430, 5395]"
TR-3239,"[7046, 1339, 5799]"
TR-3240,"[185, 5718, 1097]"
TR-3241,"[7134, 8102, 3357]"
TR-3242,"[1096, 2710, 1506]"
TR-3243,"[2321, 3892, 6277]"
TR-3244,"[467, 3107, 7909]"
TR-3245,"[4905, 1230, 4255]"
TR-3246,"[3376, 6860, 838]"
TR-3247,"[2110, 5099, 4564]"
TR-3248,"[8427, 3090, 3682]"
TR-3249,"[5246, 7371, 7623]"
TR-3250,"[2461, 3788, 3416]"
TR-3251,"[8491, 5332, 3884]"
TR-3252,"[7960, 2964, 7430]"
TR-3253,"[3354, 2775, 2851]"
TR-3254,"[3082, 8295, 178]"
TR-3255,"[2670, 2460, 2651]"
TR-3256,"[4715, 3617, 2755]"
TR-3257,"[3518, 3072, 2755]"
TR-3258,"[5548, 5426, 7840]"
TR-3259,"[5548, 5200, 3878]"
TR-3260,"[6889, 6314, 2027]"
TR-3261,"[5401, 6909, 7399]"
TR-3262,"[6879, 7033, 712]"
TR-3263,"[2667, 4568, 7014]"
TR-3264,"[7031, 3704, 2784]"
TR-3265,"[8631, 5276, 4840]"
TR-3266,"[495, 907, 203]"
TR-3267,"[4934, 8139, 6646]"
TR-3268,"[510, 517, 7655]"
TR-3269,"[1046, 5169, 438]"
TR-3270,"[8606, 8525, 3561]"
TR-3271,"[8610, 1508, 8112]"
TR-3272,"[1479, 5260, 7316]"
TR-3273,"[5139, 3586, 6320]"
TR-3274,"[4365, 2110, 5099]"
TR-3275,"[3335, 3166, 7338]"
TR-3276,"[3913, 7064, 6394]"
TR-3277,"[3433, 2853, 2966]"
TR-3278,"[5939, 390, 2600]"
TR-3279,"[5408, 5389, 3953]"
TR-3280,"[2485, 3512, 7036]"
TR-3281,"[2737, 5875, 5736]"
TR-3282,"[201, 1316, 7745]"
TR-3283,"[3291, 2723, 8209]"
TR-3284,"[2532, 8252, 312]"
TR-3285,"[7623, 6751, 3665]"
TR-3286,"[6785, 7960, 4343]"
TR-3287,"[700, 3287, 3093]"
TR-3288,"[2804, 1136, 926]"
TR-3289,"[3676, 7208, 8225]"
TR-3290,"[2453, 2574, 5198]"
TR-3291,"[2017, 2220, 1955]"
TR-3292,"[2723, 1899, 3209]"
TR-3293,"[2863, 1352, 2860]"
TR-3294,"[8313, 4677, 3507]"
TR-3295,"[3214, 3619, 2410]"
TR-3296,"[7005, 7045, 2340]"
TR-3297,"[2577, 4799, 5613]"
TR-3298,"[6353, 6037, 7834]"
TR-3299,"[6501, 2744, 2784]"
TR-3300,"[8386, 8176, 6357]"
TR-3301,"[7424, 6558, 3451]"
TR-3302,"[7383, 8501, 2034]"
TR-3303,"[775, 1803, 4313]"
TR-3304,"[2769, 2029, 1056]"
TR-3305,"[6416, 1247, 578]"
TR-3306,"[7839, 1271, 7071]"
TR-3307,"[7003, 1579, 1173]"
TR-3308,"[7268, 3795, 7972]"
TR-3309,"[4491, 4156, 6295]"
TR-3310,"[544, 95, 3052]"
TR-3311,"[1313, 3009, 280]"
TR-3312,"[343, 332, 291]"
TR-3313,"[6939, 8548, 6899]"
TR-3314,"[8635, 6340, 1375]"
TR-3315,"[3133, 5742, 934]"
